rt,stimulus,trial_type,ID,Question1,Question2,Question3
9999.999999,NULL,survey-text,3069620b-723b-4e7e-8023-60c313b454ae,Pressing space bar key before and when the block collides,NULL,NULL
4367.685,Stimulus/68.mp4,NewResponse,3069620b-723b-4e7e-8023-60c313b454ae,NULL,NULL,NULL
3723.225,Stimulus/15.mp4,NewResponse,3069620b-723b-4e7e-8023-60c313b454ae,NULL,NULL,NULL
3635.17,Stimulus/62.mp4,NewResponse,3069620b-723b-4e7e-8023-60c313b454ae,NULL,NULL,NULL
3635.315,Stimulus/66.mp4,NewResponse,3069620b-723b-4e7e-8023-60c313b454ae,NULL,NULL,NULL
3709.975,Stimulus/47.mp4,NewResponse,3069620b-723b-4e7e-8023-60c313b454ae,NULL,NULL,NULL
4264.575,Stimulus/44.mp4,NewResponse,3069620b-723b-4e7e-8023-60c313b454ae,NULL,NULL,NULL
3992.245,Stimulus/42.mp4,NewResponse,3069620b-723b-4e7e-8023-60c313b454ae,NULL,NULL,NULL
3671.245,Stimulus/1.mp4,NewResponse,3069620b-723b-4e7e-8023-60c313b454ae,NULL,NULL,NULL
4034.22,Stimulus/14.mp4,NewResponse,3069620b-723b-4e7e-8023-60c313b454ae,NULL,NULL,NULL
4136.735,Stimulus/43.mp4,NewResponse,3069620b-723b-4e7e-8023-60c313b454ae,NULL,NULL,NULL
3914.455,Stimulus/20.mp4,NewResponse,3069620b-723b-4e7e-8023-60c313b454ae,NULL,NULL,NULL
3585.965,Stimulus/16.mp4,NewResponse,3069620b-723b-4e7e-8023-60c313b454ae,NULL,NULL,NULL
4273.155,Stimulus/72.mp4,NewResponse,3069620b-723b-4e7e-8023-60c313b454ae,NULL,NULL,NULL
3844.46,Stimulus/12.mp4,NewResponse,3069620b-723b-4e7e-8023-60c313b454ae,NULL,NULL,NULL
3769.3,Stimulus/32.mp4,NewResponse,3069620b-723b-4e7e-8023-60c313b454ae,NULL,NULL,NULL
3616.44,Stimulus/31.mp4,NewResponse,3069620b-723b-4e7e-8023-60c313b454ae,NULL,NULL,NULL
3725.14,Stimulus/7.mp4,NewResponse,3069620b-723b-4e7e-8023-60c313b454ae,NULL,NULL,NULL
4178.125,Stimulus/36.mp4,NewResponse,3069620b-723b-4e7e-8023-60c313b454ae,NULL,NULL,NULL
9999.999999,NULL,survey-text,3069620b-723b-4e7e-8023-60c313b454ae,Blue,NULL,NULL
3749.18,Stimulus/46.mp4,NewResponse,3069620b-723b-4e7e-8023-60c313b454ae,NULL,NULL,NULL
3840.345,Stimulus/4.mp4,NewResponse,3069620b-723b-4e7e-8023-60c313b454ae,NULL,NULL,NULL
4105.755,Stimulus/48.mp4,NewResponse,3069620b-723b-4e7e-8023-60c313b454ae,NULL,NULL,NULL
3827.315,Stimulus/29.mp4,NewResponse,3069620b-723b-4e7e-8023-60c313b454ae,NULL,NULL,NULL
3882.375,Stimulus/26.mp4,NewResponse,3069620b-723b-4e7e-8023-60c313b454ae,NULL,NULL,NULL
4141.68,Stimulus/33.mp4,NewResponse,3069620b-723b-4e7e-8023-60c313b454ae,NULL,NULL,NULL
4084.115,Stimulus/40.mp4,NewResponse,3069620b-723b-4e7e-8023-60c313b454ae,NULL,NULL,NULL
4083.14,Stimulus/37.mp4,NewResponse,3069620b-723b-4e7e-8023-60c313b454ae,NULL,NULL,NULL
3733.865,Stimulus/17.mp4,NewResponse,3069620b-723b-4e7e-8023-60c313b454ae,NULL,NULL,NULL
3907.465,Stimulus/9.mp4,NewResponse,3069620b-723b-4e7e-8023-60c313b454ae,NULL,NULL,NULL
3915.49,Stimulus/52.mp4,NewResponse,3069620b-723b-4e7e-8023-60c313b454ae,NULL,NULL,NULL
4226.905,Stimulus/71.mp4,NewResponse,3069620b-723b-4e7e-8023-60c313b454ae,NULL,NULL,NULL
4303.62,Stimulus/38.mp4,NewResponse,3069620b-723b-4e7e-8023-60c313b454ae,NULL,NULL,NULL
4093.565,Stimulus/60.mp4,NewResponse,3069620b-723b-4e7e-8023-60c313b454ae,NULL,NULL,NULL
4350.69,Stimulus/5.mp4,NewResponse,3069620b-723b-4e7e-8023-60c313b454ae,NULL,NULL,NULL
4376.195,Stimulus/69.mp4,NewResponse,3069620b-723b-4e7e-8023-60c313b454ae,NULL,NULL,NULL
4340.515,Stimulus/45.mp4,NewResponse,3069620b-723b-4e7e-8023-60c313b454ae,NULL,NULL,NULL
4200.78,Stimulus/39.mp4,NewResponse,3069620b-723b-4e7e-8023-60c313b454ae,NULL,NULL,NULL
9999.999999,NULL,survey-text,3069620b-723b-4e7e-8023-60c313b454ae,A block,NULL,NULL
3714.75,Stimulus/21.mp4,NewResponse,3069620b-723b-4e7e-8023-60c313b454ae,NULL,NULL,NULL
4160.295,Stimulus/34.mp4,NewResponse,3069620b-723b-4e7e-8023-60c313b454ae,NULL,NULL,NULL
3825.34,Stimulus/56.mp4,NewResponse,3069620b-723b-4e7e-8023-60c313b454ae,NULL,NULL,NULL
4346.88,Stimulus/55.mp4,NewResponse,3069620b-723b-4e7e-8023-60c313b454ae,NULL,NULL,NULL
4045.76,Stimulus/54.mp4,NewResponse,3069620b-723b-4e7e-8023-60c313b454ae,NULL,NULL,NULL
3825.32,Stimulus/11.mp4,NewResponse,3069620b-723b-4e7e-8023-60c313b454ae,NULL,NULL,NULL
