rt,stimulus,trial_type,ID,Question1,Question2,Question3
9999.999999,NULL,survey-text,0953f712-2e06-4285-92c8-583ad299c6d6,"to predict when a collision ocurs.",NULL,NULL
8623.430000,Stimulus/42.mp4,NewResponse,0953f712-2e06-4285-92c8-583ad299c6d6,NULL,NULL,NULL
7520.310000,Stimulus/17.mp4,NewResponse,0953f712-2e06-4285-92c8-583ad299c6d6,NULL,NULL,NULL
8589.735000,Stimulus/35.mp4,NewResponse,0953f712-2e06-4285-92c8-583ad299c6d6,NULL,NULL,NULL
7348.120000,Stimulus/46.mp4,NewResponse,0953f712-2e06-4285-92c8-583ad299c6d6,NULL,NULL,NULL
9119.550000,Stimulus/7.mp4,NewResponse,0953f712-2e06-4285-92c8-583ad299c6d6,NULL,NULL,NULL
8334.955000,Stimulus/50.mp4,NewResponse,0953f712-2e06-4285-92c8-583ad299c6d6,NULL,NULL,NULL
9007.775000,Stimulus/18.mp4,NewResponse,0953f712-2e06-4285-92c8-583ad299c6d6,NULL,NULL,NULL
9053.990000,Stimulus/13.mp4,NewResponse,0953f712-2e06-4285-92c8-583ad299c6d6,NULL,NULL,NULL
7598.595000,Stimulus/53.mp4,NewResponse,0953f712-2e06-4285-92c8-583ad299c6d6,NULL,NULL,NULL
7087.695000,Stimulus/47.mp4,NewResponse,0953f712-2e06-4285-92c8-583ad299c6d6,NULL,NULL,NULL
8208.425000,Stimulus/22.mp4,NewResponse,0953f712-2e06-4285-92c8-583ad299c6d6,NULL,NULL,NULL
8847.790000,Stimulus/5.mp4,NewResponse,0953f712-2e06-4285-92c8-583ad299c6d6,NULL,NULL,NULL
9282.325000,Stimulus/31.mp4,NewResponse,0953f712-2e06-4285-92c8-583ad299c6d6,NULL,NULL,NULL
7214.520000,Stimulus/49.mp4,NewResponse,0953f712-2e06-4285-92c8-583ad299c6d6,NULL,NULL,NULL
8631.200000,NULL,survey-text,0953f712-2e06-4285-92c8-583ad299c6d6,blue,NULL,NULL
8078.740000,Stimulus/2.mp4,NewResponse,0953f712-2e06-4285-92c8-583ad299c6d6,NULL,NULL,NULL
9825.655000,Stimulus/21.mp4,NewResponse,0953f712-2e06-4285-92c8-583ad299c6d6,NULL,NULL,NULL
9664.495000,Stimulus/28.mp4,NewResponse,0953f712-2e06-4285-92c8-583ad299c6d6,NULL,NULL,NULL
9794.205000,Stimulus/15.mp4,NewResponse,0953f712-2e06-4285-92c8-583ad299c6d6,NULL,NULL,NULL
9522.140000,Stimulus/11.mp4,NewResponse,0953f712-2e06-4285-92c8-583ad299c6d6,NULL,NULL,NULL
9088.510000,Stimulus/10.mp4,NewResponse,0953f712-2e06-4285-92c8-583ad299c6d6,NULL,NULL,NULL
9024.150000,Stimulus/29.mp4,NewResponse,0953f712-2e06-4285-92c8-583ad299c6d6,NULL,NULL,NULL
8657.190000,Stimulus/9.mp4,NewResponse,0953f712-2e06-4285-92c8-583ad299c6d6,NULL,NULL,NULL
9296.540000,Stimulus/26.mp4,NewResponse,0953f712-2e06-4285-92c8-583ad299c6d6,NULL,NULL,NULL
8958.840000,Stimulus/24.mp4,NewResponse,0953f712-2e06-4285-92c8-583ad299c6d6,NULL,NULL,NULL
9790.600000,Stimulus/39.mp4,NewResponse,0953f712-2e06-4285-92c8-583ad299c6d6,NULL,NULL,NULL
9678.555000,Stimulus/20.mp4,NewResponse,0953f712-2e06-4285-92c8-583ad299c6d6,NULL,NULL,NULL
9760.030000,Stimulus/37.mp4,NewResponse,0953f712-2e06-4285-92c8-583ad299c6d6,NULL,NULL,NULL
